,날짜,광진구유동인구,동대문구유동인구,성동구유동인구,중랑구유동인구
190,20180710,458870.0,229119.0,394247.0,117740.0
191,20180711,464469.0,228133.0,396745.0,116923.0
192,20180712,465521.0,233124.0,397301.0,118040.0
193,20180713,502260.0,243974.0,404559.0,119649.0
194,20180714,426348.0,203493.0,265111.0,87826.0
195,20180715,322250.0,149134.0,190346.0,65418.0
196,20180716,445671.0,221513.0,378233.0,113528.0
197,20180717,451257.0,223806.0,384175.0,115109.0
198,20180718,454435.0,223473.0,388002.0,115587.0
199,20180719,455965.0,223991.0,387586.0,115368.0
200,20180720,492216.0,234968.0,396111.0,117945.0
201,20180721,409736.0,190789.0,253901.0,83620.0
202,20180722,307758.0,140368.0,177661.0,61277.0
203,20180723,443490.0,219167.0,367022.0,112286.0
204,20180724,435834.0,215017.0,372325.0,112222.0
205,20180725,447347.0,224380.0,378086.0,113425.0
206,20180726,445279.0,224549.0,376279.0,112137.0
207,20180727,472098.0,231185.0,380530.0,112680.0
208,20180728,370465.0,180952.0,241249.0,78320.0
209,20180729,293585.0,141609.0,173766.0,59277.0
210,20180730,432794.0,213396.0,350691.0,107424.0
211,20180731,429772.0,210355.0,353282.0,106925.0
212,20180801,422395.0,205478.0,340718.0,103610.0
213,20180802,415996.0,203291.0,332133.0,101394.0
214,20180803,435114.0,212197.0,333699.0,102923.0
215,20180804,357936.0,175362.0,220527.0,72958.0
216,20180805,286678.0,134580.0,168443.0,57916.0
217,20180806,419424.0,203680.0,339275.0,104925.0
218,20180807,433179.0,209695.0,352069.0,107660.0
219,20180808,440144.0,211730.0,358499.0,109235.0
220,20180809,431576.0,213228.0,357393.0,108412.0
221,20180810,469921.0,227832.0,371991.0,112133.0
222,20180811,385548.0,189772.0,245928.0,80132.0
223,20180812,300042.0,142869.0,176269.0,59671.0
224,20180813,431524.0,214979.0,351015.0,108905.0
225,20180814,453583.0,220745.0,366959.0,110316.0
226,20180815,318574.0,160383.0,204496.0,68491.0
227,20180816,444846.0,218610.0,366196.0,110652.0
228,20180817,481867.0,232957.0,383946.0,113889.0
229,20180818,413918.0,195813.0,253061.0,83266.0
230,20180819,317283.0,147630.0,185738.0,62283.0
231,20180820,443066.0,223477.0,365424.0,111995.0
232,20180821,447572.0,222417.0,373649.0,113260.0
233,20180822,464813.0,230193.0,381316.0,114676.0
234,20180823,403098.0,209183.0,352820.0,107889.0
235,20180824,411745.0,207824.0,345332.0,103764.0
236,20180825,450858.0,207295.0,278884.0,88445.0
237,20180826,316819.0,146704.0,180078.0,62698.0
238,20180827,448921.0,214962.0,365648.0,115500.0
239,20180828,441862.0,215718.0,372512.0,116246.0
240,20180829,441746.0,214246.0,376495.0,114654.0
241,20180830,459669.0,226518.0,385743.0,118950.0
242,20180831,501235.0,245967.0,397943.0,121167.0
243,20180901,435703.0,211292.0,278617.0,88829.0
244,20180902,332329.0,156276.0,193055.0,64781.0
245,20180903,447022.0,220992.0,394017.0,118257.0
246,20180904,476116.0,239461.0,415000.0,122725.0
247,20180905,488390.0,242340.0,415476.0,122977.0
248,20180906,481501.0,242392.0,411578.0,122331.0
249,20180907,521164.0,253137.0,422819.0,124423.0
250,20180908,463816.0,225690.0,291194.0,92273.0
251,20180909,357885.0,165605.0,198300.0,68183.0
252,20180910,481435.0,240616.0,406514.0,123024.0
253,20180911,478970.0,245353.0,418042.0,123997.0
254,20180912,486219.0,246545.0,416813.0,123478.0
255,20180913,487149.0,248581.0,417808.0,122193.0
256,20180914,516366.0,255764.0,423585.0,123578.0
257,20180915,450845.0,217753.0,284258.0,90508.0
258,20180916,322966.0,162654.0,193972.0,65663.0
259,20180917,474923.0,252380.0,408368.0,122883.0
260,20180918,482826.0,252633.0,417253.0,123531.0
261,20180919,486441.0,256246.0,423749.0,123636.0
262,20180920,488932.0,248438.0,422285.0,122359.0
263,20180921,515283.0,262741.0,419716.0,122261.0
264,20180922,361491.0,205924.0,224533.0,75995.0
265,20180923,238099.0,123841.0,130992.0,49741.0
266,20180924,212363.0,94028.0,113946.0,46962.0
267,20180925,289569.0,122225.0,148992.0,54842.0
268,20180926,327597.0,144336.0,182715.0,63332.0
269,20180927,466784.0,223848.0,391707.0,118415.0
270,20180928,498816.0,238721.0,411734.0,121942.0
271,20180929,436091.0,203106.0,273088.0,88460.0
272,20180930,327474.0,151773.0,191576.0,64507.0
273,20181001,466367.0,231525.0,404067.0,121847.0
274,20181002,495962.0,239792.0,422141.0,125316.0
275,20181003,372508.0,178891.0,238644.0,75822.0
276,20181004,484170.0,237795.0,415514.0,124196.0
277,20181005,493392.0,228855.0,414943.0,121139.0
278,20181006,390335.0,180844.0,267633.0,83159.0
279,20181007,350554.0,168009.0,207105.0,69897.0
280,20181008,498304.0,239288.0,397397.0,122379.0
281,20181009,363371.0,175990.0,227344.0,74849.0
282,20181010,474726.0,235475.0,415951.0,123828.0
283,20181011,480241.0,237034.0,418325.0,124110.0
284,20181012,519816.0,249702.0,424351.0,126277.0
285,20181013,481585.0,218699.0,302688.0,96705.0
286,20181014,366176.0,164412.0,208966.0,70413.0
287,20181015,467084.0,233440.0,407864.0,122013.0
288,20181016,476000.0,238154.0,414546.0,123285.0
289,20181017,473956.0,239449.0,415899.0,123936.0
290,20181018,490262.0,243896.0,426478.0,124530.0
291,20181019,522288.0,250181.0,426036.0,125396.0
292,20181020,467220.0,219720.0,303243.0,97374.0
293,20181021,356678.0,165207.0,215785.0,71611.0
294,20181022,466118.0,236420.0,402783.0,122182.0
295,20181023,457687.0,227786.0,406105.0,121323.0
296,20181024,475639.0,240226.0,414417.0,123614.0
297,20181025,492101.0,246271.0,415266.0,124557.0
298,20181026,504835.0,236505.0,419539.0,121407.0
299,20181027,484421.0,228313.0,315048.0,99330.0
300,20181028,326182.0,154549.0,198894.0,65595.0
301,20181029,468308.0,235904.0,407658.0,122035.0
302,20181030,473679.0,237120.0,417162.0,123742.0
303,20181031,480491.0,242217.0,427276.0,123655.0
304,20181101,480718.0,241235.0,424453.0,123312.0
305,20181102,519673.0,253560.0,431036.0,124545.0
306,20181103,465465.0,224781.0,300398.0,93296.0
307,20181104,360253.0,163297.0,209836.0,69729.0
308,20181105,470107.0,235796.0,407938.0,122229.0
309,20181106,474086.0,236409.0,413655.0,123535.0
310,20181107,473584.0,230861.0,417539.0,121588.0
311,20181108,462895.0,214886.0,409070.0,118477.0
312,20181109,519206.0,251678.0,427114.0,124498.0
313,20181110,450273.0,217716.0,293853.0,93119.0
314,20181111,334134.0,156037.0,197599.0,67058.0
315,20181112,470982.0,235390.0,407845.0,122546.0
316,20181113,470732.0,238468.0,417400.0,124071.0
317,20181114,483909.0,238763.0,423223.0,123907.0
318,20181115,487164.0,239198.0,416882.0,122420.0
319,20181116,519287.0,251132.0,433390.0,123657.0
320,20181117,489853.0,215459.0,298285.0,92162.0
321,20181118,336056.0,156811.0,201634.0,66950.0
322,20181119,467568.0,232271.0,406460.0,121595.0
323,20181120,474251.0,236270.0,415790.0,123252.0
324,20181121,470734.0,230797.0,414030.0,122063.0
325,20181122,492977.0,238631.0,422161.0,124352.0
326,20181123,512912.0,247269.0,423695.0,124231.0
327,20181124,448394.0,202359.0,317948.0,92584.0
328,20181125,337472.0,158639.0,246669.0,66009.0
329,20181126,473271.0,233550.0,405206.0,122393.0
330,20181127,467617.0,230450.0,412861.0,123023.0
331,20181128,479068.0,236795.0,417954.0,124149.0
332,20181129,475896.0,235838.0,419247.0,122243.0
333,20181130,509044.0,248021.0,425514.0,125464.0
334,20181201,436831.0,215702.0,293451.0,91925.0
335,20181202,319590.0,156271.0,203053.0,65104.0
336,20181203,450758.0,215112.0,394210.0,119517.0
337,20181204,466281.0,231888.0,410777.0,123185.0
338,20181205,469494.0,233454.0,414899.0,124095.0
339,20181206,481422.0,239737.0,414986.0,124072.0
340,20181207,497484.0,234663.0,415553.0,121751.0
341,20181208,409138.0,191194.0,284987.0,86248.0
342,20181209,292155.0,138144.0,186396.0,62807.0
343,20181210,457777.0,226386.0,397673.0,121417.0
344,20181211,468573.0,231995.0,409635.0,122655.0
345,20181212,476119.0,237364.0,416350.0,124349.0
346,20181213,490563.0,232893.0,420401.0,124648.0
347,20181214,511926.0,245032.0,423424.0,124245.0
348,20181215,434584.0,218971.0,282653.0,95593.0
349,20181216,310851.0,152398.0,191643.0,66741.0
350,20181217,464289.0,235370.0,403126.0,117767.0
351,20181218,471108.0,237403.0,414228.0,119654.0
352,20181219,479815.0,240144.0,417807.0,120530.0
353,20181220,511881.0,253764.0,442064.0,125737.0
354,20181221,533989.0,258516.0,432664.0,123852.0
355,20181222,447130.0,220022.0,291958.0,92498.0
356,20181223,336585.0,161320.0,195759.0,65937.0
357,20181224,490352.0,234422.0,381716.0,113230.0
358,20181225,340473.0,164289.0,207379.0,66791.0
359,20181226,473987.0,240043.0,396329.0,118269.0
360,20181227,454315.0,216635.0,386626.0,113528.0
361,20181228,473586.0,224127.0,389075.0,114266.0
362,20181229,378634.0,187376.0,240934.0,79216.0
363,20181230,290876.0,142730.0,176026.0,59025.0
364,20181231,442079.0,227224.0,338749.0,104203.0
